Tournament,Date,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
St. Petersburg Open,2017-09-20,Hard,1st Round,3,Medvedev D.,Fabbiano T.,Fabbiano T.,62,70,819,701,1.28,3.5,6-7 5-7
St. Petersburg Open,2017-09-20,Hard,2nd Round,3,Baghdatis M.,Dzumhur D.,Dzumhur D.,122,55,475,891,2.1,1.66,4-6 6-7
St. Petersburg Open,2017-09-20,Hard,2nd Round,3,Broady L.,Mannarino A.,Broady L.,242,31,211,1335,4.33,1.2,2-6 6-4 6-0
St. Petersburg Open,2017-09-21,Hard,2nd Round,3,Dutra Silva R.,Bautista Agut R.,Bautista Agut R.,399,13,105,2525,8.0,1.08,4-6 6-4 0-6
St. Petersburg Open,2017-09-21,Hard,2nd Round,3,Fabbiano T.,Struff J.L.,Struff J.L.,70,54,701,898,3.4,1.3,1-6 4-6
St. Petersburg Open,2017-09-21,Hard,2nd Round,3,Fognini F.,Youzhny M.,Fognini F.,29,112,1545,496,1.72,2.0,6-4 4-6 6-4
St. Petersburg Open,2017-09-22,Hard,Quarterfinals,3,Dzumhur D.,Broady L.,Dzumhur D.,55,242,891,211,1.3,3.5,6-3 2-6 6-4
St. Petersburg Open,2017-09-22,Hard,Quarterfinals,3,Troicki V.,Bautista Agut R.,Bautista Agut R.,47,13,965,2525,4.0,1.25,1-6 2-6
St. Petersburg Open,2017-09-22,Hard,Quarterfinals,3,Struff J.L.,Tsonga J.W.,Struff J.L.,54,18,898,2375,3.25,1.36,3-6 6-3 6-2
St. Petersburg Open,2017-09-22,Hard,Quarterfinals,3,Berankis R.,Fognini F.,Fognini F.,177,29,310,1545,3.25,1.36,3-6 0-6
St. Petersburg Open,2017-09-23,Hard,Semifinals,3,Dzumhur D.,Struff J.L.,Dzumhur D.,55,54,891,898,2.0,1.8,6-3 7-5
St. Petersburg Open,2017-09-23,Hard,Semifinals,3,Bautista Agut R.,Fognini F.,Fognini F.,13,29,2525,1545,1.44,2.75,6-2 6-7 6-7
St. Petersburg Open,2017-09-24,Hard,The Final,3,Dzumhur D.,Fognini F.,Dzumhur D.,55,29,891,1545,2.2,1.66,3-6 6-4 6-2
Chengdu Open,2017-09-25,Hard,1st Round,3,Tsitsipas S.,Donaldson J.,Donaldson J.,117,58,487,858,2.2,1.61,7-6 5-7 5-7
Chengdu Open,2017-09-25,Hard,1st Round,3,Fritz T.,Wu D.,Fritz T.,94,220,554,234,1.14,5.5,7-5 6-1
Chengdu Open,2017-09-25,Hard,1st Round,3,Wu Y.,Monteiro T.,Monteiro T.,321,126,149,457,1.66,2.1,6-1 6-7 2-6
Chengdu Open,2017-09-26,Hard,1st Round,3,Menendez-Maceiras A.,Lajovic D.,Lajovic D.,133,84,431,627,2.75,1.4,3-6 6-7
Chengdu Open,2017-09-26,Hard,1st Round,3,Istomin D.,Struff J.L.,Istomin D.,78,47,671,968,2.37,1.53,6-3 7-6
Chengdu Open,2017-09-26,Hard,1st Round,3,Pella G.,Coric B.,Pella G.,72,55,712,876,2.25,1.57,6-4 7-6
Chengdu Open,2017-09-27,Hard,2nd Round,3,Sugita Y.,Monteiro T.,Sugita Y.,43,126,1045,457,1.22,4.0,6-4 6-1
Chengdu Open,2017-09-27,Hard,2nd Round,3,Ramos-Vinolas A.,Lajovic D.,Lajovic D.,25,84,1815,627,1.61,2.2,2-6 3-6
Chengdu Open,2017-09-27,Hard,2nd Round,3,Istomin D.,Khachanov K.,Istomin D.,78,32,671,1330,2.62,1.44,6-3 6-2
Chengdu Open,2017-09-28,Hard,2nd Round,3,Lu Y.H.,Rublev A.,Lu Y.H.,63,37,799,1221,2.0,1.72,6-2 6-1
Chengdu Open,2017-09-28,Hard,2nd Round,3,Fritz T.,Basilashvili N.,Fritz T.,94,59,554,852,1.53,2.37,6-3 3-6 6-1
Chengdu Open,2017-09-29,Hard,Quarterfinals,3,Sugita Y.,Lajovic D.,Sugita Y.,43,84,1045,627,1.66,2.2,6-2 6-4
Chengdu Open,2017-09-29,Hard,Quarterfinals,3,Pella G.,Fritz T.,Pella G.,72,94,712,554,2.1,1.72,6-3 7-6
Shenzhen Open,2017-09-26,Hard,1st Round,3,Dutra Silva R.,Zhang Zh.,Zhang Zh.,369,495,115,70,1.18,4.5,4-6 1-6
